Inter. Global Food Security
CRN,Subject,Course,Section,Type,Credits,Title,Days,Time,Capacity,WL Capacity,WL Actual,WL Remaining,Instructor,Date (MM//DD),Location,Status
802,IGFS,611,001,Conference,3.000,"Advanced Issues on Development, Food and Agriculture.",TR,02:35 pm-04:25 pm,11,0,0,0,"Elsa  Vasseur",01/04-04/12,CENTEN 1-163,Active
Internal Medicine
CRN,Subject,Course,Section,Type,Credits,Title,Days,Time,Capacity,WL Capacity,WL Actual,WL Remaining,Instructor,Date (MM//DD),Location,Status
562,IMED,301,001,Field Course (GDEU),7.000,"TCP Internal Medicine.",,TBA,245,0,0,0,TBA,12/18-04/28,TBA,Active
,,,,,,,F,01:35 pm-04:25 pm,,,,,TBA,02/02-02/02,MCMED 208/9,Active
916,IMED,301,002,Field Course (GDEU),7.000,"TCP Internal Medicine.",W,09:00 am-09:50 am,50,0,0,0,TBA,01/10-01/10,000890 A2048A,Active
,,,,,,,W,10:00 am-10:50 am,,,,,TBA,01/10-01/10,000890 A2040C,Active
,,,,,,,W,11:00 am-12:00 pm,,,,,TBA,01/10-01/10,000890 A2048A,Active
,,,,,,,W,09:00 am-11:00 am,,,,,TBA,01/17-01/17,000890 A2052A,Active
,,,,,,,W,09:00 am-11:00 am,,,,,TBA,01/17-01/17,000890 A2052B,Active
,,,,,,,W,01:00 pm-01:50 pm,,,,,TBA,01/17-01/17,000890 A2048A,Active
,,,,,,,W,02:00 pm-02:50 pm,,,,,TBA,01/17-01/17,000890 A2048A,Active
,,,,,,,W,01:10 pm-03:10 pm,,,,,TBA,01/24-01/24,000890 A2024,Active
,,,,,,,W,01:10 pm-03:10 pm,,,,,TBA,01/24-01/24,000890 A2027,Active
,,,,,,,W,01:10 pm-03:10 pm,,,,,TBA,01/24-01/24,000890 A2026B,Active
,,,,,,,W,01:10 pm-03:10 pm,,,,,TBA,01/24-01/24,000890 A2026A,Active
,,,,,,,W,03:20 pm-04:10 pm,,,,,TBA,01/24-01/24,000890 A2040C,Active
